date,entity_id,entity_name,value
1021,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),51711
1021,liao-dynasty,Liao dynasty,1519101
1021,northern-song-dynasty,Northern Song dynasty,2235374
1021,srivijaya,Srivijaya,809455
1026,abbasid-caliphate,Abbasid Caliphate,5069291
1026,buyid-dynasty,Buyid dynasty,702439
1026,caliphate-of-c-rdoba,Caliphate of Córdoba,96774
1026,fatimid-caliphate,Fatimid Caliphate,2943069
1026,ghaznavid-empire,Ghaznavid Empire,3247761
1026,ghurid-dynasty,Ghurid dynasty,158730
1026,gurjara-pratihara-dynasty,Gurjara-Pratihara dynasty,56818
1026,holy-roman-empire,Holy Roman Empire,727273
1026,khmer-empire,Khmer Empire,459016
1026,kievan-rus,Kievan Rus',1872500
1026,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),59316
1026,liao-dynasty,Liao dynasty,1446067
1026,northern-song-dynasty,Northern Song dynasty,2129932
1026,srivijaya,Srivijaya,820364
1029,abbasid-caliphate,Abbasid Caliphate,5003740
1029,buyid-dynasty,Buyid dynasty,643902
1029,caliphate-of-c-rdoba,Caliphate of Córdoba,38710
1029,fatimid-caliphate,Fatimid Caliphate,2882178
1029,ghaznavid-empire,Ghaznavid Empire,3400000
1029,ghurid-dynasty,Ghurid dynasty,190476
1029,gurjara-pratihara-dynasty,Gurjara-Pratihara dynasty,39773
1029,holy-roman-empire,Holy Roman Empire,761364
1029,khmer-empire,Khmer Empire,465164
1029,kievan-rus,Kievan Rus',1846250
1029,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),63878
1029,liao-dynasty,Liao dynasty,1402247
1029,northern-song-dynasty,Northern Song dynasty,2066667
1029,srivijaya,Srivijaya,826909
1031,abbasid-caliphate,Abbasid Caliphate,4960039
1031,buyid-dynasty,Buyid dynasty,604878
1031,caliphate-of-c-rdoba,Caliphate of Córdoba,0
1031,fatimid-caliphate,Fatimid Caliphate,2841584
1031,ghaznavid-empire,Ghaznavid Empire,3356962
1031,ghurid-dynasty,Ghurid dynasty,211640
1031,gurjara-pratihara-dynasty,Gurjara-Pratihara dynasty,28409
1031,holy-roman-empire,Holy Roman Empire,784091
1031,khmer-empire,Khmer Empire,469262
1031,kievan-rus,Kievan Rus',1828750
1031,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),66920
1031,liao-dynasty,Liao dynasty,1373034
1031,northern-song-dynasty,Northern Song dynasty,2024490
1031,srivijaya,Srivijaya,831273
1036,abbasid-caliphate,Abbasid Caliphate,4850787
1036,buyid-dynasty,Buyid dynasty,507317
1036,fatimid-caliphate,Fatimid Caliphate,2740099
1036,ghaznavid-empire,Ghaznavid Empire,3249367
1036,ghurid-dynasty,Ghurid dynasty,264550
1036,holy-roman-empire,Holy Roman Empire,840909
1036,khmer-empire,Khmer Empire,479508
1036,kievan-rus,Kievan Rus',1785000
1036,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),74525
1036,liao-dynasty,Liao dynasty,1300000
1036,northern-song-dynasty,Northern Song dynasty,1919048
1036,srivijaya,Srivijaya,842182
1041,abbasid-caliphate,Abbasid Caliphate,4741535
1041,almoravid-dynasty,Almoravid dynasty,12500
1041,buyid-dynasty,Buyid dynasty,409756
1041,fatimid-caliphate,Fatimid Caliphate,2638614
1041,ghaznavid-empire,Ghaznavid Empire,3141772
1041,ghurid-dynasty,Ghurid dynasty,317460
1041,great-seljuk-empire,Great Seljuk Empire,362791
1041,holy-roman-empire,Holy Roman Empire,897727
1041,khmer-empire,Khmer Empire,489754
1041,kievan-rus,Kievan Rus',1741250
1041,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),82129
1041,liao-dynasty,Liao dynasty,1226966
1041,northern-song-dynasty,Northern Song dynasty,1813605
1041,srivijaya,Srivijaya,853091
1041,western-xia,Western Xia,48387
1046,abbasid-caliphate,Abbasid Caliphate,4632283
1046,almoravid-dynasty,Almoravid dynasty,75000
1046,buyid-dynasty,Buyid dynasty,312195
1046,fatimid-caliphate,Fatimid Caliphate,2537129
1046,ghaznavid-empire,Ghaznavid Empire,3034177
1046,ghurid-dynasty,Ghurid dynasty,370370
1046,great-seljuk-empire,Great Seljuk Empire,816279
1046,holy-roman-empire,Holy Roman Empire,954545
1046,khmer-empire,Khmer Empire,500000
1046,kievan-rus,Kievan Rus',1697500
1046,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),89734
1046,liao-dynasty,Liao dynasty,1153933
1046,northern-song-dynasty,Northern Song dynasty,1708163
1046,srivijaya,Srivijaya,864000
1046,western-xia,Western Xia,129032
1050,abbasid-caliphate,Abbasid Caliphate,4544882
1050,almoravid-dynasty,Almoravid dynasty,125000
1050,buyid-dynasty,Buyid dynasty,234146
1050,fatimid-caliphate,Fatimid Caliphate,2455941
1050,ghaznavid-empire,Ghaznavid Empire,2948101
1050,ghurid-dynasty,Ghurid dynasty,412698
1050,great-seljuk-empire,Great Seljuk Empire,1179070
1050,holy-roman-empire,Holy Roman Empire,1000000
1050,khmer-empire,Khmer Empire,508197
1050,kievan-rus,Kievan Rus',1662500
1050,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),95817
1050,liao-dynasty,Liao dynasty,1095506
1050,northern-song-dynasty,Northern Song dynasty,1623810
1050,srivijaya,Srivijaya,872727
1050,western-xia,Western Xia,193548
1051,abbasid-caliphate,Abbasid Caliphate,4523031
1051,almoravid-dynasty,Almoravid dynasty,137500
1051,buyid-dynasty,Buyid dynasty,214634
1051,fatimid-caliphate,Fatimid Caliphate,2435644
1051,ghaznavid-empire,Ghaznavid Empire,2926582
1051,ghurid-dynasty,Ghurid dynasty,423280
1051,great-seljuk-empire,Great Seljuk Empire,1269767
1051,holy-roman-empire,Holy Roman Empire,998677
1051,khmer-empire,Khmer Empire,510246
1051,kievan-rus,Kievan Rus',1653750
1051,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),97338
1051,liao-dynasty,Liao dynasty,1080899
1051,northern-song-dynasty,Northern Song dynasty,1602721
1051,srivijaya,Srivijaya,874909
1051,western-xia,Western Xia,209677
1056,abbasid-caliphate,Abbasid Caliphate,4413780
1056,almoravid-dynasty,Almoravid dynasty,200000
1056,buyid-dynasty,Buyid dynasty,117073
1056,fatimid-caliphate,Fatimid Caliphate,2334158
1056,ghaznavid-empire,Ghaznavid Empire,2818987
1056,ghurid-dynasty,Ghurid dynasty,476190
1056,great-seljuk-empire,Great Seljuk Empire,1723256
1056,holy-roman-empire,Holy Roman Empire,992063
1056,khmer-empire,Khmer Empire,520492
1056,kievan-rus,Kievan Rus',1610000
1056,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),104943
1056,liao-dynasty,Liao dynasty,1007865
1056,northern-song-dynasty,Northern Song dynasty,1497279
1056,srivijaya,Srivijaya,885818
1056,western-xia,Western Xia,290323
106,eastern-han-dynasty,Eastern Han dynasty,6175000
106,indo-scythian-kingdom,Indo-Scythian Kingdom,2011579
106,kingdom-of-aksum,Kingdom of Aksum,843333
106,kingdom-of-armenia,Kingdom of Armenia,581928
106,northern-xiongnu,Northern Xiongnu,1343182
106,parthian-empire,Parthian Empire,1481614
106,roman-empire,Roman Empire,4618056
106,satavahana-dynasty,Satavahana dynasty,442105
106,western-satraps,Western Satraps,490164
106,western-xiongnu,Western Xiongnu,2872917
106,xianbei-state,Xianbei state,546729
106,xiongnu-empire,Xiongnu Empire,5245562
1061,abbasid-caliphate,Abbasid Caliphate,4304528
1061,almoravid-dynasty,Almoravid dynasty,262500
1061,buyid-dynasty,Buyid dynasty,19512
1061,fatimid-caliphate,Fatimid Caliphate,2232673
1061,ghaznavid-empire,Ghaznavid Empire,2711392
1061,ghurid-dynasty,Ghurid dynasty,529101
1061,great-seljuk-empire,Great Seljuk Empire,2176744
1061,holy-roman-empire,Holy Roman Empire,985450
1061,khmer-empire,Khmer Empire,530738
1061,kievan-rus,Kievan Rus',1566250
1061,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),112548
1061,liao-dynasty,Liao dynasty,934831
1061,northern-song-dynasty,Northern Song dynasty,1391837
1061,srivijaya,Srivijaya,896727
1061,western-xia,Western Xia,370968
1062,buyid-dynasty,Buyid dynasty,0
1066,abbasid-caliphate,Abbasid Caliphate,4195276
1066,almoravid-dynasty,Almoravid dynasty,325000
1066,fatimid-caliphate,Fatimid Caliphate,2131188
1066,ghaznavid-empire,Ghaznavid Empire,2603797
1066,ghurid-dynasty,Ghurid dynasty,582011
1066,great-seljuk-empire,Great Seljuk Empire,2630233
1066,holy-roman-empire,Holy Roman Empire,978836
1066,khmer-empire,Khmer Empire,540984
1066,kievan-rus,Kievan Rus',1522500
1066,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),120152
1066,liao-dynasty,Liao dynasty,861798
1066,northern-song-dynasty,Northern Song dynasty,1286395
1066,srivijaya,Srivijaya,907636
1066,western-xia,Western Xia,451613
1071,abbasid-caliphate,Abbasid Caliphate,4086024
1071,almoravid-dynasty,Almoravid dynasty,387500
1071,fatimid-caliphate,Fatimid Caliphate,2029703
1071,ghaznavid-empire,Ghaznavid Empire,2496203
1071,ghurid-dynasty,Ghurid dynasty,634921
1071,great-seljuk-empire,Great Seljuk Empire,3083721
1071,holy-roman-empire,Holy Roman Empire,972222
1071,khmer-empire,Khmer Empire,551230
1071,kievan-rus,Kievan Rus',1478750
1071,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),127757
1071,liao-dynasty,Liao dynasty,788764
1071,northern-song-dynasty,Northern Song dynasty,1180952
1071,srivijaya,Srivijaya,918545
1071,western-xia,Western Xia,532258
1076,abbasid-caliphate,Abbasid Caliphate,3976772
1076,almoravid-dynasty,Almoravid dynasty,450000
1076,fatimid-caliphate,Fatimid Caliphate,1928218
1076,ghaznavid-empire,Ghaznavid Empire,2388608
1076,ghurid-dynasty,Ghurid dynasty,687831
1076,great-seljuk-empire,Great Seljuk Empire,3537209
1076,holy-roman-empire,Holy Roman Empire,965608
1076,khmer-empire,Khmer Empire,561475
1076,kievan-rus,Kievan Rus',1435000
1076,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),135361
1076,liao-dynasty,Liao dynasty,715730
1076,northern-song-dynasty,Northern Song dynasty,1075510
1076,srivijaya,Srivijaya,929455
1076,western-xia,Western Xia,612903
1080,abbasid-caliphate,Abbasid Caliphate,3889370
1080,almoravid-dynasty,Almoravid dynasty,500000
1080,fatimid-caliphate,Fatimid Caliphate,1847030
1080,ghaznavid-empire,Ghaznavid Empire,2302532
1080,ghurid-dynasty,Ghurid dynasty,730159
1080,great-seljuk-empire,Great Seljuk Empire,3900000
1080,holy-roman-empire,Holy Roman Empire,960317
1080,khmer-empire,Khmer Empire,569672
1080,kievan-rus,Kievan Rus',1400000
1080,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),141445
1080,liao-dynasty,Liao dynasty,657303
1080,northern-song-dynasty,Northern Song dynasty,991156
1080,srivijaya,Srivijaya,938182
1080,western-xia,Western Xia,677419
1081,abbasid-caliphate,Abbasid Caliphate,3867520
1081,almoravid-dynasty,Almoravid dynasty,512500
1081,fatimid-caliphate,Fatimid Caliphate,1826733
1081,ghaznavid-empire,Ghaznavid Empire,2281013
1081,ghurid-dynasty,Ghurid dynasty,740741
1081,great-seljuk-empire,Great Seljuk Empire,3865789
1081,holy-roman-empire,Holy Roman Empire,958995
1081,khmer-empire,Khmer Empire,571721
1081,kievan-rus,Kievan Rus',1391250
1081,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),142966
1081,liao-dynasty,Liao dynasty,642697
1081,northern-song-dynasty,Northern Song dynasty,970068
1081,srivijaya,Srivijaya,940364
1081,western-xia,Western Xia,693548
1086,abbasid-caliphate,Abbasid Caliphate,3758268
1086,almoravid-dynasty,Almoravid dynasty,575000
1086,fatimid-caliphate,Fatimid Caliphate,1725248
1086,ghaznavid-empire,Ghaznavid Empire,2173418
1086,ghurid-dynasty,Ghurid dynasty,793651
1086,great-seljuk-empire,Great Seljuk Empire,3694737
1086,holy-roman-empire,Holy Roman Empire,952381
1086,khmer-empire,Khmer Empire,581967
1086,kievan-rus,Kievan Rus',1347500
1086,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),150570
1086,liao-dynasty,Liao dynasty,569663
1086,northern-song-dynasty,Northern Song dynasty,864626
1086,srivijaya,Srivijaya,951273
1086,western-xia,Western Xia,774194
1091,abbasid-caliphate,Abbasid Caliphate,3649016
1091,almoravid-dynasty,Almoravid dynasty,637500
1091,fatimid-caliphate,Fatimid Caliphate,1623762
1091,ghaznavid-empire,Ghaznavid Empire,2065823
1091,ghurid-dynasty,Ghurid dynasty,846561
1091,great-seljuk-empire,Great Seljuk Empire,3523684
1091,holy-roman-empire,Holy Roman Empire,945767
1091,khmer-empire,Khmer Empire,592213
1091,kievan-rus,Kievan Rus',1303750
1091,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),158175
1091,liao-dynasty,Liao dynasty,496629
1091,northern-song-dynasty,Northern Song dynasty,759184
1091,srivijaya,Srivijaya,962182
1091,western-xia,Western Xia,854839
1096,abbasid-caliphate,Abbasid Caliphate,3539764
1096,almoravid-dynasty,Almoravid dynasty,700000
1096,fatimid-caliphate,Fatimid Caliphate,1522277
1096,ghaznavid-empire,Ghaznavid Empire,1958228
1096,ghurid-dynasty,Ghurid dynasty,899471
1096,great-seljuk-empire,Great Seljuk Empire,3352632
1096,holy-roman-empire,Holy Roman Empire,939153
1096,khmer-empire,Khmer Empire,602459
1096,kievan-rus,Kievan Rus',1260000
1096,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),165779
1096,liao-dynasty,Liao dynasty,423596
1096,northern-song-dynasty,Northern Song dynasty,653741
1096,srivijaya,Srivijaya,973091
1096,western-xia,Western Xia,935484
11,indo-scythian-kingdom,Indo-Scythian Kingdom,2493636
11,kingdom-of-aksum,Kingdom of Aksum,685000
11,kingdom-of-armenia,Kingdom of Armenia,753614
11,northern-xiongnu,Northern Xiongnu,1295833
11,parthian-empire,Parthian Empire,2674439
11,roman-empire,Roman Empire,1319444
11,satavahana-dynasty,Satavahana dynasty,317105
11,western-xiongnu,Western Xiongnu,3401562
11,xin-dynasty,Xin dynasty,4338462
11,xiongnu-empire,Xiongnu Empire,6510355
1100,abbasid-caliphate,Abbasid Caliphate,3452362
1100,almoravid-dynasty,Almoravid dynasty,750000
1100,fatimid-caliphate,Fatimid Caliphate,1441089
1100,ghaznavid-empire,Ghaznavid Empire,1872152
1100,ghurid-dynasty,Ghurid dynasty,941799
1100,great-seljuk-empire,Great Seljuk Empire,3215789
1100,holy-roman-empire,Holy Roman Empire,933862
1100,khmer-empire,Khmer Empire,610656
1100,kievan-rus,Kievan Rus',1225000
1100,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),171863
1100,liao-dynasty,Liao dynasty,365169
1100,northern-song-dynasty,Northern Song dynasty,569388
1100,srivijaya,Srivijaya,981818
1100,western-xia,Western Xia,1000000
1101,abbasid-caliphate,Abbasid Caliphate,3430512
1101,almoravid-dynasty,Almoravid dynasty,762500
1101,fatimid-caliphate,Fatimid Caliphate,1420792
1101,ghaznavid-empire,Ghaznavid Empire,1850633
1101,ghurid-dynasty,Ghurid dynasty,952381
1101,great-seljuk-empire,Great Seljuk Empire,3181579
1101,holy-roman-empire,Holy Roman Empire,932540
1101,khmer-empire,Khmer Empire,612705
1101,kievan-rus,Kievan Rus',1216250
1101,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),173384
1101,liao-dynasty,Liao dynasty,350562
1101,northern-song-dynasty,Northern Song dynasty,548299
1101,srivijaya,Srivijaya,984000
1101,western-xia,Western Xia,992126
1106,abbasid-caliphate,Abbasid Caliphate,3321260
1106,almoravid-dynasty,Almoravid dynasty,825000
1106,fatimid-caliphate,Fatimid Caliphate,1319307
1106,ghaznavid-empire,Ghaznavid Empire,1743038
1106,ghurid-dynasty,Ghurid dynasty,1005291
1106,great-seljuk-empire,Great Seljuk Empire,3010526
1106,holy-roman-empire,Holy Roman Empire,925926
1106,khmer-empire,Khmer Empire,622951
1106,kievan-rus,Kievan Rus',1172500
1106,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),180989
1106,liao-dynasty,Liao dynasty,277528
1106,northern-song-dynasty,Northern Song dynasty,442857
1106,srivijaya,Srivijaya,994909
1106,western-xia,Western Xia,952756
111,eastern-han-dynasty,Eastern Han dynasty,5904167
111,indo-scythian-kingdom,Indo-Scythian Kingdom,1977368
111,kingdom-of-aksum,Kingdom of Aksum,851667
111,kingdom-of-armenia,Kingdom of Armenia,572892
111,northern-xiongnu,Northern Xiongnu,1326136
111,parthian-empire,Parthian Empire,1418834
111,roman-empire,Roman Empire,4791667
111,satavahana-dynasty,Satavahana dynasty,448684
111,western-satraps,Western Satraps,481967
111,western-xiongnu,Western Xiongnu,2836458
111,xianbei-state,Xianbei state,757009
111,xiongnu-empire,Xiongnu Empire,5178994
1111,abbasid-caliphate,Abbasid Caliphate,3212008
1111,almoravid-dynasty,Almoravid dynasty,887500
1111,fatimid-caliphate,Fatimid Caliphate,1217822
1111,ghaznavid-empire,Ghaznavid Empire,1635443
1111,ghurid-dynasty,Ghurid dynasty,1058201
1111,great-seljuk-empire,Great Seljuk Empire,2839474
1111,holy-roman-empire,Holy Roman Empire,919312
1111,khmer-empire,Khmer Empire,633197
1111,kievan-rus,Kievan Rus',1128750
1111,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),188593
1111,liao-dynasty,Liao dynasty,204494
1111,northern-song-dynasty,Northern Song dynasty,337415
1111,srivijaya,Srivijaya,1005818
1111,western-xia,Western Xia,913386
1116,abbasid-caliphate,Abbasid Caliphate,3102756
1116,almoravid-dynasty,Almoravid dynasty,950000
1116,fatimid-caliphate,Fatimid Caliphate,1116337
1116,ghaznavid-empire,Ghaznavid Empire,1527848
1116,ghurid-dynasty,Ghurid dynasty,1111111
1116,great-seljuk-empire,Great Seljuk Empire,2668421
1116,holy-roman-empire,Holy Roman Empire,912698
1116,jin-dynasty-1115-1234,Jin dynasty (1115–1234),209091
1116,khmer-empire,Khmer Empire,643443
1116,kievan-rus,Kievan Rus',1085000
1116,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),196198
1116,liao-dynasty,Liao dynasty,131461
1116,northern-song-dynasty,Northern Song dynasty,231973
1116,srivijaya,Srivijaya,1016727
1116,western-xia,Western Xia,874016
1120,abbasid-caliphate,Abbasid Caliphate,3015354
1120,almoravid-dynasty,Almoravid dynasty,1000000
1120,fatimid-caliphate,Fatimid Caliphate,1035149
1120,ghaznavid-empire,Ghaznavid Empire,1441772
1120,ghurid-dynasty,Ghurid dynasty,1153439
1120,great-seljuk-empire,Great Seljuk Empire,2531579
1120,holy-roman-empire,Holy Roman Empire,907407
1120,jin-dynasty-1115-1234,Jin dynasty (1115–1234),1045455
1120,khmer-empire,Khmer Empire,651639
1120,kievan-rus,Kievan Rus',1050000
1120,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),202281
1120,liao-dynasty,Liao dynasty,73034
1120,northern-song-dynasty,Northern Song dynasty,147619
1120,srivijaya,Srivijaya,1025455
1120,western-xia,Western Xia,842520
1121,abbasid-caliphate,Abbasid Caliphate,2993504
1121,almoravid-dynasty,Almoravid dynasty,962963
1121,fatimid-caliphate,Fatimid Caliphate,1014851
1121,ghaznavid-empire,Ghaznavid Empire,1420253
1121,ghurid-dynasty,Ghurid dynasty,1164021
1121,great-seljuk-empire,Great Seljuk Empire,2497368
1121,holy-roman-empire,Holy Roman Empire,906085
1121,jin-dynasty-1115-1234,Jin dynasty (1115–1234),1254545
1121,khmer-empire,Khmer Empire,653689
1121,kievan-rus,Kievan Rus',1041250
1121,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),203802
1121,liao-dynasty,Liao dynasty,58427
1121,northern-song-dynasty,Northern Song dynasty,126531
1121,srivijaya,Srivijaya,1027636
1121,western-xia,Western Xia,834646
1125,liao-dynasty,Liao dynasty,0
1126,abbasid-caliphate,Abbasid Caliphate,2884252
1126,almoravid-dynasty,Almoravid dynasty,777778
1126,fatimid-caliphate,Fatimid Caliphate,913366
1126,ghaznavid-empire,Ghaznavid Empire,1312658
1126,ghurid-dynasty,Ghurid dynasty,1216931
1126,great-seljuk-empire,Great Seljuk Empire,2326316
1126,holy-roman-empire,Holy Roman Empire,899471
1126,jin-dynasty-1115-1234,Jin dynasty (1115–1234),2300000
1126,khmer-empire,Khmer Empire,663934
1126,kievan-rus,Kievan Rus',997500
1126,kingdom-of-france-middle-ages,Kingdom of France (Middle Ages),211407
1126,northern-song-dynasty,Northern Song dynasty,21088
1126,srivijaya,Srivijaya,1038545
1126,western-xia,Western Xia,795276
1127,abbasid-caliphate,Abbasid Caliphate,2862402
1127,almoravid-dynasty,Almoravid dynasty,740741
1127,fatimid-caliphate,Fatimid Caliphate,893069
1127,ghaznavid-empire,Ghaznavid Empire,1291139
1127,ghurid-dynasty,Ghurid dynasty,1227513
1127,great-seljuk-empire,Great Seljuk Empire,2292105
1127,holy-roman-empire,Holy Roman Empire,898148
