date,entity_id,entity_name,value
2010-11,htc,HTC,0.04
2010-11,lg,LG,0.15
2010-11,motorola,Motorola,1.37
2010-11,nintendo,Nintendo,0.15
2010-11,nokia,Nokia,36.54
2010-11,other,Other,0.4
2010-11,rim,RIM,22.6
2010-11,samsung,Samsung,5.59
2010-11,sony,Sony,7.04
2010-11,t-mobile,T-Mobile,0.24
2010-12,apple,Apple,28.04
2010-12,google,Google,0.15
2010-12,htc,HTC,0.04
2010-12,lg,LG,0.15
2010-12,motorola,Motorola,1.76
2010-12,nintendo,Nintendo,0.18
2010-12,nokia,Nokia,34.4
2010-12,other,Other,0.39
2010-12,rim,RIM,21.48
2010-12,samsung,Samsung,6.6
2010-12,sony,Sony,6.6
2010-12,t-mobile,T-Mobile,0.21
2011-01,apple,Apple,30.2
2011-01,google,Google,0.14
2011-01,htc,HTC,0.09
2011-01,lg,LG,0.17
2011-01,motorola,Motorola,1.62
2011-01,nintendo,Nintendo,0.2
2011-01,nokia,Nokia,35.58
2011-01,other,Other,0.35
2011-01,rim,RIM,18.15
2011-01,samsung,Samsung,7.06
2011-01,sony,Sony,6.26
2011-01,t-mobile,T-Mobile,0.17
2011-02,apple,Apple,29.83
2011-02,google,Google,0.13
2011-02,htc,HTC,0.15
2011-02,lg,LG,0.18
2011-02,motorola,Motorola,1.52
2011-02,nintendo,Nintendo,0.16
2011-02,nokia,Nokia,36.36
2011-02,other,Other,0.3
2011-02,rim,RIM,17.64
2011-02,samsung,Samsung,7.36
2011-02,sony,Sony,6.23
2011-02,t-mobile,T-Mobile,0.14
2011-03,apple,Apple,29.76
2011-03,google,Google,0.13
2011-03,htc,HTC,0.17
2011-03,lg,LG,0.17
2011-03,motorola,Motorola,1.47
2011-03,nintendo,Nintendo,0.17
2011-03,nokia,Nokia,36.51
2011-03,other,Other,0.26
2011-03,rim,RIM,17.22
2011-03,samsung,Samsung,7.88
2011-03,sony,Sony,6.16
2011-03,t-mobile,T-Mobile,0.11
2011-04,apple,Apple,28.6
2011-04,google,Google,0.11
2011-04,htc,HTC,0.18
2011-04,lg,LG,0.17
2011-04,motorola,Motorola,1.31
2011-04,nintendo,Nintendo,0.16
2011-04,nokia,Nokia,37.88
2011-04,other,Other,0.22
2011-04,rim,RIM,16.6
2011-04,samsung,Samsung,8.56
2011-04,sony,Sony,6.1
2011-04,t-mobile,T-Mobile,0.1
2011-05,apple,Apple,27.63
2011-05,google,Google,0.1
2011-05,htc,HTC,0.18
2011-05,lg,LG,0.16
2011-05,motorola,Motorola,1.04
2011-05,nintendo,Nintendo,0.14
2011-05,nokia,Nokia,38.39
2011-05,other,Other,0.19
2011-05,rim,RIM,16.2
2011-05,samsung,Samsung,9.65
2011-05,sony,Sony,5.99
2011-05,t-mobile,T-Mobile,0.33
2011-06,apple,Apple,25.11
2011-06,google,Google,0.1
2011-06,htc,HTC,0.17
2011-06,lg,LG,0.16
2011-06,motorola,Motorola,0.92
2011-06,nintendo,Nintendo,0.13
2011-06,nokia,Nokia,41.34
2011-06,other,Other,0.15
2011-06,rim,RIM,15.23
2011-06,samsung,Samsung,10.77
2011-06,sony,Sony,5.64
2011-06,t-mobile,T-Mobile,0.29
2011-07,apple,Apple,25.22
2011-07,google,Google,0.17
2011-07,htc,HTC,0.18
2011-07,lg,LG,0.16
2011-07,motorola,Motorola,0.84
2011-07,nintendo,Nintendo,0.12
2011-07,nokia,Nokia,40.23
2011-07,other,Other,0.14
2011-07,rim,RIM,15.72
2011-07,samsung,Samsung,11.49
2011-07,sony,Sony,5.49
2011-07,t-mobile,T-Mobile,0.26
2011-08,apple,Apple,24.65
2011-08,google,Google,0.33
2011-08,htc,HTC,0.19
2011-08,lg,LG,0.15
2011-08,motorola,Motorola,0.81
2011-08,nintendo,Nintendo,0.12
2011-08,nokia,Nokia,40.18
2011-08,other,Other,0.12
2011-08,rim,RIM,15.05
2011-08,samsung,Samsung,12.84
2011-08,sony,Sony,5.37
2011-08,t-mobile,T-Mobile,0.19
2011-09,apple,Apple,27.06
2011-09,google,Google,0.33
2011-09,htc,HTC,0.3
2011-09,lg,LG,0.15
2011-09,motorola,Motorola,0.69
2011-09,nintendo,Nintendo,0.11
2011-09,nokia,Nokia,40.04
2011-09,other,Other,0.12
2011-09,rim,RIM,13.7
2011-09,samsung,Samsung,12.73
2011-09,sony,Sony,4.69
2011-09,t-mobile,T-Mobile,0.07
2011-10,acer,Acer,0.01
2011-10,apple,Apple,28.78
2011-10,google,Google,0.31
2011-10,htc,HTC,3.57
2011-10,lg,LG,1.62
2011-10,motorola,Motorola,0.62
2011-10,nintendo,Nintendo,0.13
2011-10,nokia,Nokia,36.08
2011-10,other,Other,0.11
2011-10,rim,RIM,11.64
2011-10,samsung,Samsung,12.64
2011-10,sony,Sony,4.32
2011-10,t-mobile,T-Mobile,0.16
2011-11,apple,Apple,29.07
2011-11,google,Google,0.28
2011-11,htc,HTC,3.75
2011-11,lg,LG,1.79
2011-11,motorola,Motorola,0.76
2011-11,nintendo,Nintendo,0.12
2011-11,nokia,Nokia,36.74
2011-11,other,Other,0.1
2011-11,rim,RIM,10.15
2011-11,samsung,Samsung,13.1
2011-11,sony,Sony,4.05
2011-11,t-mobile,T-Mobile,0.1
2011-12,apple,Apple,27.06
2011-12,google,Google,0.26
2011-12,htc,HTC,3.43
2011-12,lg,LG,1.72
2011-12,motorola,Motorola,0.74
2011-12,nintendo,Nintendo,0.18
2011-12,nokia,Nokia,39.43
2011-12,other,Other,0.08
2011-12,rim,RIM,9.29
2011-12,samsung,Samsung,13.63
2011-12,sony,Sony,4.11
2011-12,t-mobile,T-Mobile,0.08
2012-01,apple,Apple,28.67
2012-01,google,Google,0.26
2012-01,htc,HTC,3.45
2012-01,lg,LG,1.83
2012-01,motorola,Motorola,0.69
2012-01,nintendo,Nintendo,0.24
2012-01,nokia,Nokia,37.67
2012-01,other,Other,0.06
2012-01,rim,RIM,8.3
2012-01,samsung,Samsung,14.84
2012-01,sony,Sony,3.92
2012-01,t-mobile,T-Mobile,0.07
2012-02,apple,Apple,30.58
2012-02,google,Google,0.26
2012-02,htc,HTC,3.5
2012-02,lg,LG,1.95
2012-02,motorola,Motorola,0.67
2012-02,nintendo,Nintendo,0.19
2012-02,nokia,Nokia,35.96
2012-02,other,Other,0.06
2012-02,rim,RIM,8.14
2012-02,samsung,Samsung,14.91
2012-02,sony,Sony,3.72
2012-02,t-mobile,T-Mobile,0.06
2012-03,apple,Apple,24.87
2012-03,google,Google,0.22
2012-03,htc,HTC,2.78
2012-03,huawei,Huawei,0.06
2012-03,lg,LG,1.53
2012-03,motorola,Motorola,0.52
2012-03,nintendo,Nintendo,0.19
2012-03,nokia,Nokia,32.51
2012-03,other,Other,0.04
2012-03,rim,RIM,6.7
2012-03,samsung,Samsung,14.02
2012-03,sony,Sony,3.29
2012-03,t-mobile,T-Mobile,0.04
2012-03,unknown,Unknown,13.23
2012-04,alcatel,Alcatel,0.01
2012-04,apple,Apple,21.47
2012-04,google,Google,0.33
2012-04,htc,HTC,2.99
2012-04,huawei,Huawei,0.36
2012-04,lg,LG,1.41
2012-04,motorola,Motorola,0.91
2012-04,nintendo,Nintendo,0.18
2012-04,nokia,Nokia,29.25
2012-04,other,Other,0.05
2012-04,pantech,Pantech,0.03
2012-04,rim,RIM,5.63
2012-04,samsung,Samsung,14.03
2012-04,sony,Sony,2.92
2012-04,t-mobile,T-Mobile,0.03
2012-04,unknown,Unknown,20.33
2012-04,zte,ZTE,0.05
2012-05,alcatel,Alcatel,0.04
2012-05,apple,Apple,22.04
2012-05,google,Google,0.35
2012-05,htc,HTC,4.18
2012-05,huawei,Huawei,0.49
2012-05,kyocera,Kyocera,0.03
2012-05,lg,LG,1.9
2012-05,motorola,Motorola,1.81
2012-05,nintendo,Nintendo,0.19
2012-05,nokia,Nokia,30.35
2012-05,other,Other,0.12
2012-05,pantech,Pantech,0.15
2012-05,rim,RIM,5.47
2012-05,samsung,Samsung,17.13
2012-05,sharp,Sharp,0.01
2012-05,sony,Sony,3.01
2012-05,t-mobile,T-Mobile,0.03
2012-05,unknown,Unknown,12.37
2012-05,vodafone,Vodafone,0.02
2012-05,zte,ZTE,0.29
2012-06,alcatel,Alcatel,0.05
2012-06,apple,Apple,24.56
2012-06,google,Google,0.4
2012-06,htc,HTC,4.34
2012-06,huawei,Huawei,0.57
2012-06,kyocera,Kyocera,0.05
2012-06,lenovo,Lenovo,0.01
2012-06,lg,LG,2
2012-06,micromax,Micromax,0.03
2012-06,motorola,Motorola,1.93
2012-06,nintendo,Nintendo,0.19
2012-06,nokia,Nokia,30.65
2012-06,other,Other,0.14
2012-06,pantech,Pantech,0.18
2012-06,rim,RIM,5.3
2012-06,samsung,Samsung,17.92
2012-06,sharp,Sharp,0.02
2012-06,sony,Sony,3.06
2012-06,t-mobile,T-Mobile,0.03
2012-06,unknown,Unknown,8.21
2012-06,vodafone,Vodafone,0.02
2012-06,xiaomi,Xiaomi,0.01
2012-06,zte,ZTE,0.34
2012-07,alcatel,Alcatel,0.07
2012-07,apple,Apple,25.43
2012-07,google,Google,0.41
2012-07,htc,HTC,4.41
2012-07,huawei,Huawei,0.62
2012-07,kyocera,Kyocera,0.04
2012-07,lenovo,Lenovo,0.02
2012-07,lg,LG,2.21
2012-07,micromax,Micromax,0.43
2012-07,motorola,Motorola,2.02
2012-07,nintendo,Nintendo,0.23
2012-07,nokia,Nokia,28.05
2012-07,other,Other,0.14
2012-07,pantech,Pantech,0.19
2012-07,rim,RIM,5
2012-07,samsung,Samsung,19.46
2012-07,sharp,Sharp,0.02
2012-07,sony,Sony,3.11
2012-07,t-mobile,T-Mobile,0.03
2012-07,unknown,Unknown,7.69
2012-07,vodafone,Vodafone,0.02
2012-07,xiaomi,Xiaomi,0.02
2012-07,zte,ZTE,0.38
2012-08,acer,Acer,0.1
2012-08,alcatel,Alcatel,0.08
2012-08,apple,Apple,24.49
2012-08,google,Google,0.43
2012-08,htc,HTC,4.38
2012-08,huawei,Huawei,0.68
2012-08,kyocera,Kyocera,0.04
2012-08,lenovo,Lenovo,0.03
2012-08,lg,LG,2.18
2012-08,micromax,Micromax,0.55
2012-08,motorola,Motorola,2
2012-08,nintendo,Nintendo,0.23
2012-08,nokia,Nokia,27.69
2012-08,other,Other,0.13
2012-08,pantech,Pantech,0.18
2012-08,rim,RIM,4.69
2012-08,samsung,Samsung,20.64
2012-08,sharp,Sharp,0.02
2012-08,sony,Sony,3.16
2012-08,t-mobile,T-Mobile,0.02
2012-08,unknown,Unknown,7.83
2012-08,vodafone,Vodafone,0.02
2012-08,xiaomi,Xiaomi,0.02
2012-08,zte,ZTE,0.41
2012-09,acer,Acer,0.1
2012-09,alcatel,Alcatel,0.1
2012-09,apple,Apple,23.64
2012-09,google,Google,0.43
2012-09,htc,HTC,4.26
2012-09,huawei,Huawei,0.69
2012-09,kyocera,Kyocera,0.05
2012-09,lenovo,Lenovo,0.04
2012-09,lg,LG,2.19
2012-09,micromax,Micromax,0.58
2012-09,motorola,Motorola,2.07
2012-09,nintendo,Nintendo,0.2
2012-09,nokia,Nokia,27.52
2012-09,other,Other,0.12
2012-09,pantech,Pantech,0.17
2012-09,rim,RIM,4.6
2012-09,samsung,Samsung,21.47
2012-09,sharp,Sharp,0.02
2012-09,sony,Sony,3.15
2012-09,t-mobile,T-Mobile,0.02
2012-09,unknown,Unknown,8.09
2012-09,vodafone,Vodafone,0.03
2012-09,xiaomi,Xiaomi,0.02
2012-09,zte,ZTE,0.42
2012-10,acer,Acer,0.1
2012-10,alcatel,Alcatel,0.1
2012-10,apple,Apple,23.73
2012-10,google,Google,0.43
2012-10,htc,HTC,4.05
2012-10,huawei,Huawei,0.7
2012-10,kyocera,Kyocera,0.05
2012-10,lenovo,Lenovo,0.04
2012-10,lg,LG,2.25
2012-10,micromax,Micromax,0.6
2012-10,motorola,Motorola,1.99
2012-10,nintendo,Nintendo,0.18
2012-10,nokia,Nokia,26.93
2012-10,other,Other,0.11
2012-10,pantech,Pantech,0.19
2012-10,rim,RIM,4.36
2012-10,samsung,Samsung,21.79
2012-10,sharp,Sharp,0.02
2012-10,sony,Sony,3.08
2012-10,t-mobile,T-Mobile,0.02
2012-10,unknown,Unknown,8.79
2012-10,vodafone,Vodafone,0.04
2012-10,xiaomi,Xiaomi,0.02
2012-10,zte,ZTE,0.42
2012-11,acer,Acer,0.1
2012-11,alcatel,Alcatel,0.11
2012-11,apple,Apple,23.81
2012-11,google,Google,0.43
2012-11,htc,HTC,3.87
2012-11,huawei,Huawei,0.73
2012-11,kyocera,Kyocera,0.07
2012-11,lenovo,Lenovo,0.04
2012-11,lg,LG,2.37
2012-11,micromax,Micromax,0.61
2012-11,motorola,Motorola,1.9
2012-11,nintendo,Nintendo,0.19
2012-11,nokia,Nokia,26.31
2012-11,other,Other,0.11
2012-11,pantech,Pantech,0.21
2012-11,rim,RIM,4
2012-11,samsung,Samsung,21.91
2012-11,sharp,Sharp,0.01
2012-11,sony,Sony,3.02
2012-11,t-mobile,T-Mobile,0.02
2012-11,unknown,Unknown,9.71
2012-11,vodafone,Vodafone,0.04
2012-11,xiaomi,Xiaomi,0.02
2012-11,zte,ZTE,0.41
2012-12,acer,Acer,0.11
2012-12,alcatel,Alcatel,0.12
2012-12,apple,Apple,23.27
2012-12,google,Google,0.43
2012-12,htc,HTC,3.61
2012-12,huawei,Huawei,0.74
2012-12,kyocera,Kyocera,0.08
2012-12,lenovo,Lenovo,0.05
2012-12,lg,LG,2.5
2012-12,micromax,Micromax,0.64
2012-12,motorola,Motorola,1.79
2012-12,nintendo,Nintendo,0.18
2012-12,nokia,Nokia,25.97
2012-12,other,Other,0.1
2012-12,pantech,Pantech,0.31
2012-12,rim,RIM,3.61
2012-12,samsung,Samsung,22.94
2012-12,sharp,Sharp,0.01
2012-12,sony,Sony,2.87
2012-12,t-mobile,T-Mobile,0.02
2012-12,turkcell,Turkcell,0.07
2012-12,unknown,Unknown,10.13
2012-12,vodafone,Vodafone,0.05
2012-12,xiaomi,Xiaomi,0.03
2012-12,zte,ZTE,0.41
2013-01,acer,Acer,0.13
2013-01,alcatel,Alcatel,0.13
2013-01,apple,Apple,25.86
2013-01,archos,Archos,0.01
2013-01,google,Google,0.46
2013-01,htc,HTC,3.69
2013-01,huawei,Huawei,0.85
2013-01,kyocera,Kyocera,0.1
2013-01,lenovo,Lenovo,0.14
2013-01,lg,LG,2.79
2013-01,micromax,Micromax,0.57
2013-01,motorola,Motorola,1.81
2013-01,nintendo,Nintendo,0.19
2013-01,nokia,Nokia,22.15
2013-01,other,Other,0.1
2013-01,pantech,Pantech,0.43
2013-01,rim,RIM,3.48
2013-01,samsung,Samsung,22.69
2013-01,sharp,Sharp,0.01
2013-01,sony,Sony,2.78
2013-01,t-mobile,T-Mobile,0.02
2013-01,turkcell,Turkcell,0.09
2013-01,unknown,Unknown,10.95
2013-01,vodafone,Vodafone,0.05
2013-01,xiaomi,Xiaomi,0.05
2013-01,zte,ZTE,0.48
2013-02,acer,Acer,0.13
2013-02,alcatel,Alcatel,0.14
2013-02,apple,Apple,27.22
2013-02,archos,Archos,0.01
2013-02,google,Google,0.44
2013-02,htc,HTC,3.45
2013-02,huawei,Huawei,0.78
2013-02,kyocera,Kyocera,0.1
2013-02,lenovo,Lenovo,0.06
2013-02,lg,LG,2.84
2013-02,micromax,Micromax,0.6
2013-02,motorola,Motorola,1.75
2013-02,nintendo,Nintendo,0.19
2013-02,nokia,Nokia,21.28
2013-02,other,Other,0.1
2013-02,pantech,Pantech,0.37
2013-02,rim,RIM,3.42
2013-02,samsung,Samsung,23.04
2013-02,sharp,Sharp,0.02
2013-02,sony,Sony,2.77
2013-02,t-mobile,T-Mobile,0.01
2013-02,turkcell,Turkcell,0.09
2013-02,unknown,Unknown,10.7
2013-02,vodafone,Vodafone,0.05
2013-02,xiaomi,Xiaomi,0.03
2013-02,zte,ZTE,0.42
2013-03,acer,Acer,0.09
2013-03,alcatel,Alcatel,0.15
2013-03,apple,Apple,27.16
2013-03,archos,Archos,0.01
2013-03,google,Google,0.5
2013-03,hisense,Hisense,0.02
2013-03,htc,HTC,3.37
2013-03,huawei,Huawei,0.8
2013-03,kyocera,Kyocera,0.11
2013-03,lenovo,Lenovo,0.07
2013-03,lg,LG,2.7
2013-03,micromax,Micromax,0.63
2013-03,motorola,Motorola,1.81
2013-03,nintendo,Nintendo,0.21
2013-03,nokia,Nokia,21.15
2013-03,other,Other,0.1
2013-03,pantech,Pantech,0.27
2013-03,rim,RIM,3.39
2013-03,samsung,Samsung,24.32
2013-03,sharp,Sharp,0.01
2013-03,sony,Sony,2.86
2013-03,t-mobile,T-Mobile,0.01
2013-03,turkcell,Turkcell,0.08
2013-03,unknown,Unknown,9.63
2013-03,vodafone,Vodafone,0.05
2013-03,xiaomi,Xiaomi,0.04
2013-03,zte,ZTE,0.45
2013-04,acer,Acer,0.07
2013-04,alcatel,Alcatel,0.16
2013-04,apple,Apple,26.48
2013-04,archos,Archos,0.01
2013-04,coolpad,Coolpad,0.01
2013-04,google,Google,0.51
2013-04,hisense,Hisense,0.03
2013-04,htc,HTC,3.19
2013-04,huawei,Huawei,0.78
2013-04,kyocera,Kyocera,0.11
2013-04,lenovo,Lenovo,0.08
2013-04,lg,LG,2.76
2013-04,micromax,Micromax,0.7
2013-04,motorola,Motorola,1.71
2013-04,nintendo,Nintendo,0.2
2013-04,nokia,Nokia,20.91
2013-04,other,Other,0.09
2013-04,pantech,Pantech,0.27
2013-04,rim,RIM,3.4
2013-04,samsung,Samsung,25
2013-04,sharp,Sharp,0.01
2013-04,sony,Sony,2.82
2013-04,t-mobile,T-Mobile,0.01
2013-04,turkcell,Turkcell,0.11
2013-04,unknown,Unknown,10.06
2013-04,vodafone,Vodafone,0.05
2013-04,xiaomi,Xiaomi,0.04
2013-04,zte,ZTE,0.44
2013-05,acer,Acer,0.07
2013-05,alcatel,Alcatel,0.18
2013-05,apple,Apple,25.87
2013-05,archos,Archos,0.01
2013-05,coolpad,Coolpad,0.01
2013-05,google,Google,0.51
2013-05,hisense,Hisense,0.04
2013-05,htc,HTC,3.03
2013-05,huawei,Huawei,0.77
2013-05,kyocera,Kyocera,0.1
2013-05,lenovo,Lenovo,0.1
2013-05,lg,LG,2.77
2013-05,micromax,Micromax,0.83
2013-05,motorola,Motorola,1.58
2013-05,nintendo,Nintendo,0.14
2013-05,nokia,Nokia,21.17
2013-05,other,Other,0.08
2013-05,pantech,Pantech,0.27
2013-05,rim,RIM,3.63
2013-05,samsung,Samsung,25.39
2013-05,sharp,Sharp,0.01
2013-05,sony,Sony,2.75
2013-05,t-mobile,T-Mobile,0.01
2013-05,turkcell,Turkcell,0.1
2013-05,unknown,Unknown,10.05
2013-05,vodafone,Vodafone,0.05
2013-05,xiaomi,Xiaomi,0.04
2013-05,zte,ZTE,0.43
2013-06,acer,Acer,0.06
2013-06,alcatel,Alcatel,0.21
2013-06,apple,Apple,25.09
2013-06,archos,Archos,0.01
2013-06,coolpad,Coolpad,0.02
2013-06,google,Google,0.49
2013-06,hisense,Hisense,0.04
2013-06,htc,HTC,2.93
2013-06,huawei,Huawei,0.78
2013-06,kyocera,Kyocera,0.11
2013-06,lenovo,Lenovo,0.13
2013-06,lg,LG,2.59
2013-06,micromax,Micromax,0.99
2013-06,motorola,Motorola,1.45
2013-06,nintendo,Nintendo,0.14
2013-06,nokia,Nokia,21.96
2013-06,other,Other,0.07
2013-06,pantech,Pantech,0.21
2013-06,rim,RIM,3.62
2013-06,samsung,Samsung,25.47
2013-06,sharp,Sharp,0.01
2013-06,sony,Sony,2.65
2013-06,t-mobile,T-Mobile,0.01
2013-06,turkcell,Turkcell,0.09
2013-06,unknown,Unknown,10.33
2013-06,vodafone,Vodafone,0.05
2013-06,xiaomi,Xiaomi,0.04
2013-06,zte,ZTE,0.42
2013-07,acer,Acer,0.07
2013-07,alcatel,Alcatel,0.24
2013-07,apple,Apple,24.74
2013-07,archos,Archos,0.01
2013-07,coolpad,Coolpad,0.02
2013-07,google,Google,0.5
2013-07,hisense,Hisense,0.04
2013-07,htc,HTC,2.85
2013-07,huawei,Huawei,0.79
2013-07,kyocera,Kyocera,0.11
2013-07,lenovo,Lenovo,0.14
2013-07,lg,LG,2.74
2013-07,micromax,Micromax,1.14
2013-07,motorola,Motorola,1.4
2013-07,nintendo,Nintendo,0.13
2013-07,nokia,Nokia,21.75
2013-07,other,Other,0.08
2013-07,pantech,Pantech,0.26
2013-07,rim,RIM,3.67
2013-07,samsung,Samsung,25.19
2013-07,sharp,Sharp,0.01
2013-07,sony,Sony,2.45
2013-07,t-mobile,T-Mobile,0.01
2013-07,turkcell,Turkcell,0.07
2013-07,unknown,Unknown,11.09
2013-07,vodafone,Vodafone,0.05
2013-07,xiaomi,Xiaomi,0.03
2013-07,zte,ZTE,0.42
2013-08,acer,Acer,0.07
2013-08,alcatel,Alcatel,0.25
2013-08,apple,Apple,23.39
2013-08,archos,Archos,0.01
2013-08,coolpad,Coolpad,0.02
2013-08,google,Google,0.49
2013-08,hisense,Hisense,0.05
2013-08,htc,HTC,2.73
2013-08,huawei,Huawei,0.81
2013-08,kyocera,Kyocera,0.1
2013-08,lenovo,Lenovo,0.2
2013-08,lg,LG,2.78
2013-08,micromax,Micromax,1.3
2013-08,motorola,Motorola,1.22
2013-08,nintendo,Nintendo,0.09
2013-08,nokia,Nokia,21.66
2013-08,other,Other,0.08
2013-08,pantech,Pantech,0.25
2013-08,rim,RIM,3.75
2013-08,samsung,Samsung,25.69
2013-08,sharp,Sharp,0.01
2013-08,sony,Sony,2.34
2013-08,t-mobile,T-Mobile,0.01
2013-08,turkcell,Turkcell,0.07
2013-08,unknown,Unknown,12.1
2013-08,vodafone,Vodafone,0.05
2013-08,xiaomi,Xiaomi,0.04
2013-08,zte,ZTE,0.42
2013-09,acer,Acer,0.07
2013-09,alcatel,Alcatel,0.25
2013-09,apple,Apple,22.68
2013-09,archos,Archos,0.01
2013-09,coolpad,Coolpad,0.02
2013-09,google,Google,0.46
2013-09,hisense,Hisense,0.04
2013-09,htc,HTC,2.6
2013-09,huawei,Huawei,0.79
2013-09,kyocera,Kyocera,0.09
2013-09,lenovo,Lenovo,0.21
2013-09,lg,LG,2.78
2013-09,micromax,Micromax,1.34
2013-09,motorola,Motorola,1.11
2013-09,nintendo,Nintendo,0.07
2013-09,nokia,Nokia,21.61
2013-09,other,Other,0.07
2013-09,pantech,Pantech,0.24
2013-09,rim,RIM,3.75
2013-09,samsung,Samsung,26.16
2013-09,sharp,Sharp,0.01
2013-09,sony,Sony,2.21
2013-09,t-mobile,T-Mobile,0.01
2013-09,turkcell,Turkcell,0.07
2013-09,unknown,Unknown,12.89
2013-09,vodafone,Vodafone,0.06
2013-09,xiaomi,Xiaomi,0.03
2013-09,zte,ZTE,0.37
2013-10,acer,Acer,0.06
2013-10,alcatel,Alcatel,0.31
2013-10,apple,Apple,20.5
2013-10,archos,Archos,0.01
2013-10,coolpad,Coolpad,0.01
2013-10,google,Google,0.42
2013-10,hisense,Hisense,0.04
2013-10,htc,HTC,2.39
2013-10,huawei,Huawei,0.82
2013-10,kyocera,Kyocera,0.09
2013-10,lenovo,Lenovo,0.28
2013-10,lg,LG,2.84
2013-10,micromax,Micromax,1.34
2013-10,motorola,Motorola,0.98
2013-10,nintendo,Nintendo,0.05
2013-10,nokia,Nokia,22.31
2013-10,other,Other,0.06
2013-10,pantech,Pantech,0.21
2013-10,rim,RIM,3.81
2013-10,samsung,Samsung,25.54
2013-10,sharp,Sharp,0.01
2013-10,sony,Sony,2.15
2013-10,t-mobile,T-Mobile,0.01
2013-10,turkcell,Turkcell,0.07
2013-10,unknown,Unknown,15.22
2013-10,vodafone,Vodafone,0.07
2013-10,xiaomi,Xiaomi,0.03
2013-10,zte,ZTE,0.36
2013-11,acer,Acer,0.07
2013-11,alcatel,Alcatel,0.33
2013-11,apple,Apple,21.9
2013-11,archos,Archos,0.01
2013-11,coolpad,Coolpad,0.01
2013-11,google,Google,0.43
2013-11,hisense,Hisense,0.04
2013-11,hp,HP,0.02
2013-11,htc,HTC,2.41
2013-11,huawei,Huawei,0.85
2013-11,kyocera,Kyocera,0.09
2013-11,lenovo,Lenovo,0.27
2013-11,lg,LG,2.84
2013-11,meizu,Meizu,0.01
2013-11,micromax,Micromax,1.6
2013-11,motorola,Motorola,1.01
2013-11,nintendo,Nintendo,0.05
2013-11,nokia,Nokia,21.01
2013-11,other,Other,0.06
2013-11,pantech,Pantech,0.17
2013-11,rim,RIM,3.91
2013-11,samsung,Samsung,27.11
2013-11,sharp,Sharp,0.01
2013-11,sony,Sony,2.05
2013-11,spice,Spice,0.23
2013-11,t-mobile,T-Mobile,0.01
2013-11,turkcell,Turkcell,0.08
2013-11,unknown,Unknown,12.87
